age,black,hispanic,income,single,married,yrs_educ,urban,male
21,0,0,837.8158,1,0,12,0,1
20,0,0,590.27924,1,0,12,0,0
22,0,0,1380.4917,1,0,12,1,0
19,0,0,634.07428,1,0,12,0,1
19,0,0,609.32056,1,0,12,0,0
19,0,0,666.44421,1,0,12,0,1
19,0,0,590.27924,1,0,12,0,0
19,0,0,476.03168,0,1,12,0,0
22,0,0,856.85706,0,1,14,1,1
21,0,0,971.10461,0,1,12,0,0
22,0,0,761.6507,1,0,12,1,0
18,0,0,613.12866,0,1,12,1,0
18,0,0,847.33649,1,0,12,0,1
19,0,0,590.27924,1,0,12,0,0
18,0,0,571.23804,1,0,12,0,1
19,0,0,542.67609,1,0,12,0,1
19,0,0,653.11542,0,1,12,0,0
17,0,0,1199.5996,0,1,11,0,1
20,0,0,830.19934,0,1,12,0,1
21,0,0,761.6507,1,0,12,0,1
22,0,0,1142.4761,1,0,16,1,1
21,0,0,1134.8595,0,1,12,0,1
22,0,1,961.58386,1,0,16,1,0
17,0,1,476.03168,1,0,9,1,0
22,0,1,571.23804,0,1,8,1,1
22,0,1,681.67749,1,0,12,1,0
21,0,1,609.32056,1,0,12,1,0
21,0,1,761.6507,0,1,4,1,1
17,0,1,590.27924,0,1,6,1,0
20,0,1,1332.8884,1,0,9,1,1
20,0,0,714.04755,1,0,12,1,0
20,0,0,664.54022,0,1,12,0,1
19,1,0,660.73187,1,0,9,0,1
19,1,0,1523.3014,0,1,12,0,1
21,0,0,761.6507,0,1,9,1,1
20,0,0,1047.2698,0,1,10,0,1
20,0,0,618.84125,0,1,12,0,0
21,1,0,618.84125,1,0,12,0,1
19,1,0,832.10327,1,0,12,0,1
18,1,0,696.91022,1,0,12,1,0
19,0,0,618.84125,1,0,12,0,0
22,0,0,813.06219,0,1,12,0,1
22,0,0,666.44421,0,1,13,0,0
21,0,0,1047.2698,1,0,12,0,1
20,0,0,618.84125,0,1,12,0,0
22,0,0,780.69189,0,1,9,0,1
22,1,0,973.00873,1,0,12,0,1
22,0,0,590.27924,0,1,12,1,0
20,1,0,599.7998,1,0,12,0,1
21,1,0,546.48419,1,0,12,0,1
19,1,0,858.76111,1,0,12,0,1
22,0,0,761.6507,0,1,14,0,1
19,0,0,832.10327,1,0,12,0,1
19,0,0,618.84125,1,0,12,1,0
20,0,0,1323.368,0,1,12,1,1
21,0,0,714.04755,1,0,12,1,0
21,0,0,1142.4761,1,0,13,1,1
21,0,0,1077.7355,1,0,14,1,0
19,0,0,746.41772,1,0,11,1,1
20,0,0,992.05011,1,0,14,1,0
19,0,0,666.44421,1,0,11,1,0
18,0,0,354.16754,1,0,12,1,1
21,0,0,856.85706,1,0,14,1,0
22,0,0,714.04755,1,0,12,1,0
20,0,0,1390.0127,1,0,12,1,0
19,0,0,626.45764,1,0,11,1,1
22,0,0,952.06335,1,0,12,1,0
19,0,1,689.2937,1,0,12,1,0
19,0,0,1359.5461,1,0,12,1,1
23,0,0,675.96509,1,0,16,1,1
19,0,0,761.6507,1,0,11,1,1
18,0,0,337.03046,1,0,7,1,0
20,1,0,618.84125,1,0,10,1,1
20,0,0,396.05838,1,0,12,1,1
20,0,0,594.08759,1,0,12,1,0
21,0,0,714.04755,0,1,12,0,1
21,0,0,714.04755,1,0,12,1,1
18,0,0,609.32056,1,0,12,1,1
19,0,0,675.96509,1,0,12,1,0
18,1,0,582.66278,1,0,12,1,0
22,1,0,814.96606,1,0,14,1,0
23,1,0,889.22723,1,0,14,1,0
18,0,0,411.29138,1,0,12,1,0
21,0,0,1195.7915,1,0,12,1,0
18,0,0,666.44421,1,0,12,1,1
20,0,1,723.56812,1,0,13,1,1
22,0,0,902.55591,1,0,12,1,0
21,0,0,1618.5077,1,0,12,1,1
19,0,0,666.44421,1,0,12,1,1
17,0,0,599.7998,1,0,12,1,0
18,0,0,630.26587,1,0,12,1,0
20,0,0,814.96606,0,1,8,1,1
21,0,0,1279.5729,0,1,12,1,1
20,0,0,904.46014,1,0,12,1,0
21,0,0,809.25385,0,1,12,1,0
22,0,0,1212.9285,1,0,12,1,1
22,0,0,1418.5743,1,0,16,1,1
22,1,0,780.69189,1,0,12,1,0
19,1,0,599.7998,1,0,10,1,0
22,1,0,666.44421,1,0,12,1,0
21,0,0,571.23804,0,1,12,0,0
21,0,0,835.9115,0,1,14,0,1
19,0,0,607.41638,1,0,12,0,0
23,0,0,466.51108,1,0,12,0,0
21,0,0,809.25385,0,1,13,1,0
19,0,0,1115.818,0,1,12,1,0
22,0,0,891.13141,0,1,12,1,1
18,0,0,590.27924,1,0,11,1,0
19,0,0,620.74512,1,0,12,0,0
19,0,0,1051.0779,1,0,12,1,0
20,0,0,664.54022,0,1,12,1,0
23,0,0,1713.7141,1,0,12,1,1
20,0,0,1079.6396,1,0,13,1,0
20,0,0,685.4856,1,0,11,1,0
20,0,0,742.6095,0,1,12,1,1
21,0,0,1142.4761,1,0,13,1,1
22,0,0,476.03168,1,0,12,1,1
18,0,0,637.88226,1,0,9,1,0
22,1,0,845.43231,1,0,12,1,0
19,1,0,879.70642,1,0,12,1,1
18,1,0,696.91022,1,0,12,1,0
20,0,0,1390.0127,1,0,12,1,1
21,0,0,1165.3256,1,0,8,1,1
20,0,0,1266.2439,1,0,12,1,1
22,0,0,708.33508,0,1,12,1,1
20,0,0,1308.135,1,0,12,1,1
22,0,0,786.40424,1,0,12,1,1
21,0,0,639.78644,1,0,12,1,0
20,0,0,685.4856,1,0,12,1,0
19,0,0,714.04755,1,0,12,1,1
20,0,0,982.52917,0,1,13,1,0
19,1,0,498.8812,1,0,9,1,1
21,0,1,816.87048,1,0,14,1,0
22,0,0,1487.1226,1,0,12,1,1
20,0,0,1209.1206,1,0,12,1,1
22,0,1,731.18463,1,0,16,1,0
21,0,0,647.40308,1,0,13,0,0
22,0,0,674.06091,0,1,12,1,0
18,0,0,666.44421,1,0,8,1,1
21,0,1,460.79871,1,0,12,1,0
22,1,0,1439.5195,1,0,15,1,1
18,1,0,1205.3121,1,0,11,1,1
19,0,0,891.13141,1,0,11,1,1
22,0,0,1801.3036,1,0,12,1,1
22,0,0,809.25385,1,0,12,1,1
20,0,0,1001.5706,1,0,13,1,0
20,0,0,666.44421,1,0,12,1,1
20,0,0,879.70642,1,0,14,1,0
20,0,0,580.75854,1,0,12,1,0
22,1,0,1056.7904,1,0,13,1,1
22,0,0,2441.0901,1,0,12,1,1
19,0,0,714.04755,1,0,12,1,1
22,0,0,1058.6945,0,1,12,1,0
22,0,0,1142.4761,1,0,16,1,1
18,0,0,839.71997,1,0,12,1,0
23,0,0,923.50128,1,0,14,1,0
21,0,0,906.36407,1,0,14,1,1
18,0,0,788.30847,1,0,12,1,0
22,0,0,773.07556,0,1,16,1,0
19,0,1,733.08868,1,0,7,1,1
18,0,0,809.25385,1,0,11,1,1
20,0,0,1808.9203,1,0,12,1,1
22,0,0,761.6507,1,0,12,1,0
20,0,0,1332.8884,0,1,12,1,1
18,0,0,618.84125,1,0,10,1,0
21,0,0,1308.135,1,0,13,1,1
19,0,0,689.2937,1,0,12,1,0
22,0,0,1163.4211,1,0,12,0,1
22,0,0,1713.7141,0,1,12,0,1
23,0,0,1142.4761,1,0,12,0,1
20,0,0,988.24182,1,0,14,1,0
22,0,1,936.83026,0,1,12,1,0
22,0,0,1647.0697,1,0,12,0,1
20,0,0,933.02216,1,0,12,1,0
18,0,0,761.6507,1,0,12,1,1
22,0,0,822.58276,1,0,12,1,0
21,0,0,1047.2698,1,0,12,1,1
19,0,0,862.56915,1,0,12,1,0
21,0,0,839.71997,1,0,13,1,0
22,0,0,651.2113,1,0,12,1,0
23,1,0,1610.8914,0,1,12,1,1
20,1,0,904.46014,0,1,13,1,0
20,0,0,1357.6422,0,1,12,1,0
20,0,0,934.92609,1,0,12,1,1
18,0,0,666.44421,0,1,12,1,0
22,0,0,761.6507,0,1,12,1,0
19,0,0,1113.9143,0,1,12,1,1
18,0,0,618.84125,1,0,9,1,1
22,0,0,1395.7246,1,0,12,1,1
23,0,0,521.73071,0,1,12,1,1
20,0,0,927.30945,1,0,12,1,1
20,0,0,1287.1893,0,1,12,1,1
20,0,0,590.27924,1,0,13,0,1
19,0,0,761.6507,1,0,12,1,1
19,0,0,1142.4761,1,0,12,1,1
21,0,0,538.86774,1,0,14,1,0
20,0,0,1784.1666,1,0,12,1,1
19,0,0,599.7998,1,0,12,1,1
21,0,0,866.37762,1,0,12,1,1
23,0,0,1407.1497,1,0,12,0,1
20,0,0,651.2113,1,0,12,1,0
21,0,0,649.30719,1,0,12,1,0
23,0,0,548.38849,1,0,10,1,1
22,0,0,1536.6301,1,0,16,1,1
21,0,0,403.6749,0,1,12,1,0
19,0,0,856.85706,1,0,12,1,0
21,0,0,656.92371,1,0,13,1,1
22,0,0,1052.9822,1,0,12,1,1
22,0,0,1182.4626,0,1,15,1,1
22,0,0,858.76111,0,1,12,0,0
20,0,0,771.17133,1,0,12,0,0
20,0,0,830.19934,0,1,12,1,1
18,0,0,634.07428,0,1,12,1,0
22,0,0,750.22577,1,0,12,0,0
20,0,0,801.63745,1,0,13,1,0
17,0,0,761.6507,1,0,9,1,1
21,0,0,1428.0951,1,0,11,1,1
22,0,0,755.93829,1,0,13,1,1
19,0,0,1047.2698,1,0,12,1,1
23,0,0,1332.8884,0,1,12,1,1
21,0,0,773.07556,0,1,12,1,0
17,0,0,624.55353,1,0,12,1,0
22,0,0,807.34979,0,1,12,1,0
22,0,0,1142.4761,0,1,12,1,0
19,0,0,590.27924,0,1,12,1,1
22,0,0,1647.0697,0,1,12,1,0
17,0,0,533.1554,1,0,10,1,0
22,0,0,1713.7141,1,0,14,1,0
20,0,0,767.3631,1,0,12,1,0
18,0,0,609.32056,1,0,12,1,0
19,0,0,999.66638,1,0,12,1,0
18,0,0,902.55591,1,0,11,1,0
19,0,0,856.85706,1,0,12,1,0
21,0,0,714.04755,1,0,12,1,1
18,0,0,1121.5304,1,0,12,1,0
18,0,0,1190.0792,1,0,12,1,0
22,0,0,590.27924,0,1,12,1,0
21,0,0,590.27924,0,1,12,0,0
18,0,0,571.23804,1,0,12,1,0
20,0,0,1428.0951,0,1,12,1,1
22,0,0,919.69299,0,1,13,1,0
21,0,0,731.18463,1,0,12,1,0
22,0,0,893.0354,0,1,15,1,0
18,0,0,666.44421,1,0,12,1,1
22,0,0,1087.2563,0,1,12,1,0
21,0,0,893.0354,0,1,12,1,0
21,0,0,1784.1666,1,0,12,1,1
20,0,0,1190.0792,0,1,12,1,0
20,0,0,641.6908,1,0,12,1,0
17,1,0,714.04755,1,0,9,1,1
20,0,0,1285.2856,1,0,12,1,1
20,0,0,761.6507,1,0,12,1,1
19,0,0,856.85706,1,0,13,1,0
21,0,0,666.44421,0,1,12,1,0
19,0,0,929.21362,1,0,12,1,1
20,0,0,666.44421,1,0,12,1,1
21,0,0,1926.9763,1,0,12,1,1
19,0,0,662.63599,1,0,12,1,0
20,0,0,714.04755,1,0,12,1,0
22,0,0,1138.6678,1,0,15,1,0
21,0,0,666.44421,1,0,13,1,1
20,0,0,862.56915,1,0,13,1,0
19,0,0,1005.3789,1,0,12,1,1
20,0,0,685.4856,0,1,12,1,0
19,0,0,1285.2856,1,0,12,1,1
20,1,0,828.29504,1,0,12,1,1
19,1,0,380.82535,1,0,8,1,1
17,0,0,714.04755,1,0,8,1,1
21,0,0,685.4856,1,0,12,1,0
22,0,0,666.44421,1,0,16,1,0
22,0,0,714.04755,0,1,10,0,1
21,0,0,304.66028,0,1,12,0,0
18,1,0,824.48688,1,0,11,1,1
21,0,0,1713.7141,1,0,12,1,1
18,0,0,258.96121,1,0,9,1,0
21,0,0,727.37646,0,1,12,1,0
21,0,0,1761.3174,1,0,7,1,1
21,0,0,1281.4773,1,0,12,1,1
20,1,0,794.02087,1,0,9,1,0
22,1,0,830.19934,1,0,12,1,1
20,0,0,856.85706,1,0,11,1,1
17,0,0,590.27924,1,0,9,1,1
20,0,0,801.63745,1,0,13,1,0
16,0,0,832.10327,1,0,9,1,1
20,0,0,651.2113,1,0,12,1,0
18,0,0,666.44421,1,0,13,1,0
21,0,0,974.91284,1,0,14,1,0
19,0,0,331.31799,1,0,12,1,1
20,0,0,856.85706,0,1,9,1,1
20,0,0,809.25385,0,1,11,1,1
19,0,0,679.77307,0,1,11,1,0
22,0,0,864.47357,0,1,13,1,0
18,0,0,647.40308,1,0,12,1,1
22,0,0,687.38965,0,1,16,1,0
22,0,0,1191.9835,1,0,13,1,1
20,0,0,1839.386,0,1,12,0,1
19,0,0,588.37506,1,0,12,0,0
19,0,0,803.54144,0,1,12,0,1
21,0,0,717.85577,1,0,12,1,0
21,0,0,809.25385,0,1,12,1,0
17,0,0,476.03168,1,0,10,1,1
23,0,0,885.41882,0,1,9,1,1
22,0,0,618.84125,0,1,12,0,0
22,0,0,1165.3256,0,1,17,1,1
21,0,0,952.06335,1,0,12,1,1
21,0,0,295.13962,1,0,8,1,0
20,0,0,771.17133,1,0,13,1,0
17,0,0,618.84125,1,0,9,0,1
16,0,0,952.06335,1,0,10,1,1
19,0,0,1428.0951,1,0,12,1,0
20,0,0,607.41638,1,0,14,1,0
18,1,0,428.42853,1,0,12,1,0
19,0,1,788.30847,1,0,12,1,0
19,0,1,689.2937,1,0,12,1,0
17,0,0,675.96509,1,0,12,1,0
20,1,0,952.06335,1,0,12,1,1
18,1,0,609.32056,1,0,10,1,1
20,1,0,594.08759,1,0,12,1,1
17,0,0,620.74512,1,0,10,0,0
20,0,0,476.03168,0,1,12,1,0
21,0,0,1123.4348,1,0,10,1,1
22,0,0,1028.2284,0,1,13,1,0
20,0,0,885.41882,1,0,12,1,1
21,0,0,476.03168,0,1,8,1,1
22,0,0,913.98083,1,0,16,1,0
21,0,0,809.25385,0,1,12,1,0
22,0,0,923.50128,1,0,14,1,0
20,0,0,1589.9458,1,0,12,1,1
20,0,0,952.06335,0,1,6,1,1
20,0,1,809.25385,0,1,10,1,1
22,0,0,620.74512,1,0,13,1,0
22,0,1,893.0354,1,0,12,1,0
20,0,0,1047.2698,0,1,12,1,1
21,0,0,1428.0951,0,1,11,1,1
22,0,0,695.00635,1,0,13,1,0
19,0,0,1251.0115,1,0,13,1,1
20,0,0,702.62268,0,1,12,1,1
18,0,0,276.09833,0,1,10,1,0
18,1,0,641.6908,1,0,12,1,1
19,1,0,875.89825,1,0,12,1,1
21,0,0,913.98083,1,0,12,1,1
21,0,0,1081.5441,1,0,12,1,1
22,0,0,1631.8367,1,0,12,1,1
20,0,0,1094.8729,0,1,11,1,1
21,0,0,590.27924,1,0,12,1,1
20,0,0,456.99042,1,0,13,1,0
20,0,1,896.84363,1,0,11,1,1
22,0,1,904.46014,1,0,12,1,0
20,0,0,733.08868,1,0,12,1,0
23,0,0,367.4964,1,0,15,1,1
21,0,0,1923.1677,1,0,12,1,1
19,0,0,316.08496,1,0,12,0,1
16,0,0,696.91022,1,0,8,1,0
19,0,0,1271.9565,1,0,12,1,1
18,0,0,656.92371,1,0,12,1,0
20,0,0,2176.4172,0,1,12,1,1
22,0,0,1523.3014,1,0,12,1,1
20,0,0,662.63599,1,0,11,1,0
22,0,0,1243.3944,0,1,11,1,1
22,0,0,590.27924,1,0,12,1,1
21,0,0,714.04755,0,1,12,1,1
17,0,0,618.84125,1,0,11,1,0
19,0,1,590.27924,1,0,11,1,1
17,0,0,590.27924,0,1,12,1,0
22,0,0,853.04858,1,0,12,1,0
23,0,0,2380.1584,1,0,14,1,1
18,0,0,885.41882,1,0,10,1,0
20,1,0,885.41882,1,0,13,1,0
21,0,0,792.11676,1,0,13,1,1
18,0,0,706.43097,1,0,12,1,0
19,0,0,894.93964,1,0,12,1,0
18,0,0,666.44421,1,0,10,1,0
22,0,0,734.9928,0,1,13,1,0
19,0,0,618.84125,1,0,13,1,1
19,0,0,714.04755,1,0,12,1,0
19,0,1,856.85706,1,0,12,1,0
22,0,0,912.07654,1,0,12,1,0
22,0,0,822.58276,0,1,12,1,0
23,0,0,2195.4585,0,1,11,1,1
19,0,0,542.67609,1,0,12,1,1
22,0,0,542.67609,1,0,12,1,0
22,0,0,995.85828,1,0,16,1,0
19,0,0,1599.4662,1,0,12,1,1
19,0,0,1428.0951,1,0,12,1,1
18,0,0,952.06335,1,0,12,1,1
20,0,0,590.27924,1,0,12,1,0
20,0,0,837.8158,0,1,12,1,0
22,0,0,742.6095,1,0,13,1,0
18,0,0,535.05963,1,0,9,1,1
23,0,0,1490.931,1,0,12,1,1
19,0,0,714.04755,1,0,12,1,1
21,0,0,649.30719,1,0,13,1,1
21,0,0,1142.4761,1,0,14,1,1
22,0,0,1843.1948,1,0,16,1,1
21,0,0,765.45868,0,1,12,1,1
22,0,0,1051.0779,1,0,15,1,0
22,0,0,1190.0792,1,0,14,1,0
22,0,0,856.85706,0,1,12,1,0
20,0,0,1216.7372,1,0,12,1,0
19,0,0,904.46014,1,0,13,1,1
19,0,0,2094.5396,1,0,12,1,1
22,0,1,940.63861,1,0,12,1,0
19,0,0,594.08759,1,0,12,1,1
17,0,0,285.61902,1,0,10,1,0
22,0,0,952.06335,1,0,13,1,0
22,0,0,714.04755,1,0,12,1,1
18,0,0,571.23804,1,0,12,1,1
22,0,0,856.85706,1,0,13,1,0
19,0,0,792.11676,1,0,12,1,1
22,0,0,333.22211,1,0,12,1,0
23,1,0,1332.8884,1,0,12,1,1
19,1,0,803.54144,1,0,12,1,0
20,0,0,695.00635,0,1,12,1,1
23,0,0,1237.6825,0,1,12,1,1
19,0,0,637.88226,1,0,12,1,1
21,0,0,1332.8884,1,0,12,1,1
20,0,0,1106.2976,0,1,11,1,1
22,0,0,2022.1827,0,1,12,1,1
18,0,0,1146.2844,1,0,12,1,1
19,0,0,1009.1873,0,1,11,1,1
21,0,0,904.46014,1,0,16,0,0
21,0,0,1428.0951,1,0,12,1,1
22,0,0,714.04755,1,0,12,1,0
19,0,0,714.04755,0,1,11,1,1
23,0,0,1829.8654,0,1,12,1,1
22,0,0,609.32056,0,1,12,1,0
22,0,0,1376.6836,1,0,12,1,0
19,0,0,424.62021,1,0,11,1,0
20,0,0,1022.5157,0,1,12,1,0
21,0,0,590.27924,0,1,9,1,1
19,0,0,609.32056,1,0,12,1,0
19,0,0,647.40308,1,0,11,1,0
20,0,0,952.06335,1,0,12,1,1
23,0,0,1264.3398,0,1,12,1,1
19,0,0,1070.1193,0,1,12,1,0
20,0,0,1169.1337,0,1,12,1,1
22,0,0,875.89825,1,0,11,1,0
19,0,0,952.06335,1,0,12,1,1
21,0,0,856.85706,1,0,13,1,0
20,0,0,656.92371,1,0,12,1,0
23,0,0,742.6095,0,1,12,1,0
21,0,0,639.78644,1,0,12,1,0
22,0,0,894.93964,0,1,12,1,0
22,0,0,1096.777,1,0,12,1,1
19,0,0,666.44421,1,0,12,1,0
22,0,0,856.85706,0,1,10,1,1
20,0,0,1094.8729,1,0,12,1,1
19,0,0,428.42853,0,1,12,1,0
22,0,0,952.06335,1,0,12,1,1
20,0,0,618.84125,1,0,14,1,0
22,0,0,792.11676,0,1,14,1,1
21,0,0,550.29254,0,1,12,1,0
22,0,0,586.47095,0,1,12,1,1
21,0,0,929.21362,1,0,12,1,1
21,0,0,599.7998,1,0,12,1,0
19,0,0,845.43231,1,0,12,1,1
22,0,0,845.43231,0,1,14,1,1
22,0,0,714.04755,0,1,13,1,0
19,0,0,491.26459,1,0,12,1,1
23,0,0,727.37646,1,0,12,0,1
20,0,0,809.25385,0,1,11,0,1
21,0,0,913.98083,0,1,11,0,1
21,0,0,771.17133,1,0,12,0,1
22,0,0,820.67865,1,0,12,0,1
19,0,0,529.34723,0,1,12,0,0
19,0,0,761.6507,1,0,12,1,0
22,0,0,799.73309,1,0,12,0,1
19,0,0,590.27924,0,1,12,0,0
22,0,0,1490.931,0,1,12,0,1
19,0,0,809.25385,1,0,12,0,0
19,0,0,952.06335,1,0,12,1,1
19,0,1,790.2124,1,0,8,1,1
20,0,0,285.61902,0,1,11,1,0
23,0,1,856.85706,0,1,7,1,1
20,0,0,704.52698,0,1,12,1,0
22,0,0,1527.1094,1,0,10,1,1
21,0,0,624.55353,1,0,12,1,0
21,0,0,1070.1193,1,0,13,1,0
22,0,0,841.62408,1,0,16,1,0
19,0,0,594.08759,1,0,9,1,1
22,0,0,1237.6825,0,1,12,1,1
22,0,0,773.07556,1,0,16,1,0
21,0,0,1666.1106,0,1,12,1,1
19,0,0,590.27924,1,0,12,1,0
20,0,0,1047.2698,1,0,14,1,1
22,0,0,1226.2573,1,0,12,1,1
19,0,0,1190.0792,1,0,12,1,1
18,0,0,590.27924,1,0,12,1,1
21,0,0,801.63745,0,1,14,1,0
21,0,0,700.71863,1,0,14,1,0
20,1,0,552.19666,1,0,13,1,0
23,0,1,597.89575,0,1,12,1,0
22,0,1,856.85706,0,1,12,1,1
18,0,0,590.27924,1,0,12,1,0
19,0,0,761.6507,1,0,12,1,1
18,0,0,748.32184,1,0,12,1,1
22,0,0,590.27924,0,1,12,1,0
22,0,0,618.84125,1,0,16,1,0
21,1,0,609.32056,1,0,13,1,0
16,0,0,628.36182,1,0,6,1,1
20,1,0,675.96509,0,1,12,1,0
